affected,end_date,deaths,lon,damage,lat,start_date
0,17/09/1993,260,77.335314,500000,28.689047,09/09/1993
50000,/05/1993,0,92.79368869999999,0,24.802794,/05/1993
0,/07/1993,175,76.9513432,0,30.8431882,/07/1993
12060050,/10/1994,2001,91.8330525,175000,26.1583082,/05/1994
2550,17/08/1994,14,77.21972219999999,0,28.6327778,17/08/1994
32704000,20/09/1995,1479,84.0180642,258000,27.2590444,01/09/1995
0,08/09/1995,35,88.64285799999999,252,27.343665,05/09/1995
3000,23/10/1995,0,85.4378011,2000,23.3718879,23/10/1995
70000,23/08/1996,226,74.87141530000001,0,32.7106461,23/08/1996
10,11/07/1996,21,77.335314,0,28.689047,11/07/1996
100000,25/10/1996,388,79.47601329999999,90400,11.5432364,21/10/1996
3000000,24/07/1996,82,88.8766899,85000,22.3626859,10/07/1996
100000,01/09/1996,500,84.0180642,17600,27.2590444,25/08/1996
4000000,10/08/1996,74,77.7866975,980,28.7285814,17/07/1996
20,14/08/1997,135,76.78702899999999,71000,30.716292,08/08/1997
0,22/08/1997,400,88.345435,0,22.510192,22/08/1997
29259000,/09/1997,1442,85.4378011,0,23.3718879,/09/1997
1000000,28/06/1997,111,73.18475289999999,153800,22.3387355,22/06/1997
0,/08/1997,244,88.3771055,0,22.4935811,/08/1997
0,24/09/1997,25,80.4599235,0,16.2945899,19/09/1997
29227200,/08/1998,1811,91.8330525,0,26.1583082,/08/1998
50000,18/09/1998,90,72.836039,0,21.1492468,16/09/1998
375000,20/09/1998,230,85.4378011,528600,23.3718879,20/09/1998
5500000,03/08/1999,325,91.8330525,0,26.1583082,11/07/1999
22120000,/09/1999,229,77.335314,2400,28.689047,/09/1999
3000000,10/06/2000,20,95.028525,0,28.641777,10/06/2000
0,/07/2000,130,95.3256708,0,28.0617558,/07/2000
22000000,30/08/2000,867,87.5771556,43000,25.5524426,02/08/2000
